,0,1,2,3,4,5,6,7,8,9,10,11,12
4380,7C:66:9D:7B:2D:4A_-80,7C:66:9D:7B:29:FA_-63,BC:6A:29:BE:2F:23_-94,BC:6A:29:BE:2F:76_-71,BC:6A:29:BE:31:57_-64,6C:EC:EB:1F:F6:26_-96,,,,,,,
4381,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:2B:90_-82,7C:66:9D:7B:2B:90_-82,,,,,,,,,,
4382,7C:66:9D:7B:29:FA_-70,7C:66:9D:7B:29:FA_-70,7C:66:9D:7B:29:FB_-77,BC:6A:29:BE:2F:76_-78,7C:66:9D:7B:29:FA_-70,7C:66:9D:7B:2B:90_-74,,,,,,,
4383,6C:EC:EB:1F:FD:83_-81,6C:EC:EB:1F:F6:65_-75,6C:EC:EB:1F:F6:65_-74,6C:EC:EB:1F:F4:74_-80,,,,,,,,,
4384,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:29:FA_-63,,,,,,,,,,,
4385,7C:66:9D:7B:29:FA_-80,7C:66:9D:7B:29:FA_-79,BC:6A:29:BE:31:57_-70,BC:6A:29:BE:31:57_-70,,,,,,,,,
4386,7C:66:9D:7B:29:FA_-74,BC:6A:29:BE:31:57_-54,,,,,,,,,,,
4387,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:2B:90_-61,BC:6A:29:BE:31:57_-69,,,,,,,,,,
4388,7C:66:9D:7B:29:FB_-78,BC:6A:29:BE:2F:23_-66,7C:66:9D:7B:29:FB_-77,6C:EC:EB:1F:F6:24_-88,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F6:76_-74,BC:6A:29:BE:2F:23_-66,,,,,,
4389,6C:EC:EB:1F:F4:74_-95,,,,,,,,,,,,
4390,6C:EC:EB:1F:F4:74_-79,6C:EC:EB:1F:F4:46_-79,6C:EC:EB:1F:F6:24_-79,BC:6A:29:BE:2F:23_-73,6C:EC:EB:1F:F4:74_-80,7C:66:9D:7B:2B:9F_-70,,,,,,,
4391,7C:66:9D:7B:2B:90_-70,6C:EC:EB:1F:F6:55_-88,,,,,,,,,,,
4392,BC:6A:29:BE:2F:23_-89,6C:EC:EB:1F:F6:55_-71,BC:6A:29:BE:2F:76_-85,BC:6A:29:BE:31:57_-61,BC:6A:29:BE:2F:76_-85,6C:EC:EB:1F:FD:83_-88,6C:EC:EB:1F:F6:2D_-90,,,,,,
4393,7C:66:9D:7B:29:FB_-72,7C:66:9D:7B:29:FB_-72,6C:EC:EB:1F:F4:46_-88,7C:66:9D:7B:2B:9F_-71,,,,,,,,,
4394,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:2B:90_-81,7C:66:9D:7B:29:FA_-72,,,,,,,,,,
4395,6C:EC:EB:1F:F4:46_-77,7C:66:9D:7B:2B:9F_-79,BC:6A:29:BE:2F:23_-78,6C:EC:EB:1F:F6:24_-93,,,,,,,,,
4396,BC:6A:29:BE:2F:23_-85,,,,,,,,,,,,
4397,6C:EC:EB:1F:FD:9B_-91,,,,,,,,,,,,
4398,6C:EC:EB:1F:F6:65_-88,BC:6A:29:BE:2F:23_-64,6C:EC:EB:1F:F6:65_-92,,,,,,,,,,
4399,7C:66:9D:7B:29:FB_-84,6C:EC:EB:1F:F6:65_-75,6C:EC:EB:1F:FD:83_-65,6C:EC:EB:1F:F4:46_-80,7C:66:9D:7B:2B:9F_-85,6C:EC:EB:1F:F6:15_-87,,,,,,,
4400,BC:6A:29:BE:31:57_-60,6C:EC:EB:1F:FD:83_-92,7C:66:9D:7B:2B:90_-73,BC:6A:29:BE:31:57_-60,,,,,,,,,
4401,6C:EC:EB:1F:F6:24_-90,7C:66:9D:7B:2B:90_-67,6C:EC:EB:1F:FD:83_-90,BC:6A:29:BE:31:57_-58,,,,,,,,,
4402,BC:6A:29:BE:2F:76_-67,7C:66:9D:7B:2D:4A_-78,7C:66:9D:7B:2D:4A_-80,7C:66:9D:7B:2B:90_-70,,,,,,,,,
4403,7C:66:9D:7B:29:FB_-68,6C:EC:EB:1F:F6:15_-76,6C:EC:EB:1F:F6:15_-76,,,,,,,,,,
4404,6C:EC:EB:1F:F6:24_-79,6C:EC:EB:1F:F6:76_-61,6C:EC:EB:1F:F6:26_-84,,,,,,,,,,
4405,7C:66:9D:7B:29:FB_-63,6C:EC:EB:1F:F6:24_-90,BC:6A:29:BE:2F:23_-66,6C:EC:EB:1F:F6:55_-94,,,,,,,,,
4406,6C:EC:EB:1F:FD:83_-71,7C:66:9D:7B:29:FB_-90,7C:66:9D:7B:29:FB_-91,BC:6A:29:BE:2F:23_-82,,,,,,,,,
4407,7C:66:9D:7B:29:FA_-70,7C:66:9D:7B:2D:4A_-66,,,,,,,,,,,
4408,6C:EC:EB:1F:F6:24_-70,6C:EC:EB:1F:F6:65_-64,6C:EC:EB:1F:F6:24_-71,6C:EC:EB:1F:F6:65_-64,6C:EC:EB:1F:F6:76_-65,7C:66:9D:7B:2B:9F_-69,6C:EC:EB:1F:F6:65_-64,,,,,,
4409,6C:EC:EB:1F:F4:46_-81,BC:6A:29:BE:2F:23_-70,6C:EC:EB:1F:F6:24_-78,,,,,,,,,,
4410,7C:66:9D:7B:29:FB_-85,7C:66:9D:7B:29:FB_-85,,,,,,,,,,,
4411,BC:6A:29:BE:31:57_-95,,,,,,,,,,,,
4412,,,,,,,,,,,,,
4413,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:29:FA_-72,,,,,,,,,,,
4414,7C:66:9D:7B:29:FA_-68,7C:66:9D:7B:2D:4A_-71,7C:66:9D:7B:29:FA_-68,BC:6A:29:BE:2F:76_-62,7C:66:9D:7B:29:FB_-82,BC:6A:29:BE:2F:76_-59,,,,,,,
4415,7C:66:9D:7B:29:FA_-69,BC:6A:29:BE:2F:76_-77,7C:66:9D:7B:2D:4A_-91,BC:6A:29:BE:31:57_-71,,,,,,,,,
4416,7C:66:9D:7B:29:FA_-62,BC:6A:29:BE:2F:76_-72,7C:66:9D:7B:29:FB_-82,BC:6A:29:BE:2F:23_-94,,,,,,,,,
4417,7C:66:9D:7B:29:FB_-74,7C:66:9D:7B:2D:4A_-70,BC:6A:29:BE:2F:76_-70,,,,,,,,,,
4418,BC:6A:29:BE:31:57_-72,,,,,,,,,,,,
4419,,,,,,,,,,,,,
4420,7C:66:9D:7B:2B:90_-76,BC:6A:29:BE:31:57_-60,BC:6A:29:BE:2F:76_-85,BC:6A:29:BE:31:57_-61,7C:66:9D:7B:29:FA_-76,6C:EC:EB:1F:F6:15_-74,6C:EC:EB:1F:F6:26_-77,,,,,,
4421,BC:6A:29:BE:2F:76_-83,BC:6A:29:BE:2F:76_-84,BC:6A:29:BE:31:57_-62,,,,,,,,,,
4422,7C:66:9D:7B:2B:90_-81,7C:66:9D:7B:29:FB_-70,,,,,,,,,,,
4423,6C:EC:EB:1F:F6:65_-87,7C:66:9D:7B:2B:90_-78,6C:EC:EB:1F:F6:55_-92,6C:EC:EB:1F:F6:65_-88,6C:EC:EB:1F:FD:83_-81,7C:66:9D:7B:2B:90_-77,,,,,,,
4424,6C:EC:EB:1F:F4:46_-67,6C:EC:EB:1F:F6:65_-84,6C:EC:EB:1F:F6:76_-86,,,,,,,,,,
4425,BC:6A:29:BE:31:57_-61,7C:66:9D:7B:29:FB_-89,,,,,,,,,,,
4426,7C:66:9D:7B:2D:4A_-60,BC:6A:29:BE:2F:76_-71,BC:6A:29:BE:31:57_-94,,,,,,,,,,
4427,BC:6A:29:BE:31:57_-62,7C:66:9D:7B:2B:90_-82,7C:66:9D:7B:29:FA_-65,,,,,,,,,,
4428,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:26_-76,6C:EC:EB:1F:FD:83_-72,6C:EC:EB:1F:F6:65_-75,7C:66:9D:7B:2B:9F_-69,6C:EC:EB:1F:F6:24_-80,6C:EC:EB:1F:F6:76_-73,7C:66:9D:7B:2B:9F_-69,6C:EC:EB:1F:F4:74_-81,,,,
4429,6C:EC:EB:1F:F6:24_-79,7C:66:9D:7B:2B:90_-82,7C:66:9D:7B:2B:90_-82,7C:66:9D:7B:29:FB_-85,6C:EC:EB:1F:F6:15_-95,,,,,,,,
4430,,,,,,,,,,,,,
4431,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F6:76_-73,6C:EC:EB:1F:F4:74_-80,7C:66:9D:7B:2B:90_-85,6C:EC:EB:1F:F6:65_-54,6C:EC:EB:1F:F6:26_-73,6C:EC:EB:1F:F6:24_-76,6C:EC:EB:1F:F6:26_-71,6C:EC:EB:1F:F4:74_-80,,,,
4432,6C:EC:EB:1F:FD:83_-88,,,,,,,,,,,,
4433,6C:EC:EB:1F:F6:65_-84,6C:EC:EB:1F:F6:65_-85,6C:EC:EB:1F:F6:26_-89,,,,,,,,,,
4434,7C:66:9D:7B:2B:90_-79,6C:EC:EB:1F:F4:46_-69,,,,,,,,,,,
4435,7C:66:9D:7B:29:FB_-86,,,,,,,,,,,,
4436,6C:EC:EB:1F:F6:24_-85,7C:66:9D:7B:29:FB_-90,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:FD:83_-76,BC:6A:29:BE:2F:23_-79,6C:EC:EB:1F:F6:65_-76,,,,,,,
4437,,,,,,,,,,,,,
4438,,,,,,,,,,,,,
4439,,,,,,,,,,,,,
4440,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:74_-75,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F4:74_-75,,,,,,,,,
4441,7C:66:9D:7B:29:FA_-89,7C:66:9D:7B:2B:90_-95,7C:66:9D:7B:29:FA_-89,BC:6A:29:BE:31:57_-95,,,,,,,,,
4442,,,,,,,,,,,,,
4443,BC:6A:29:BE:2F:23_-86,6C:EC:EB:1F:F6:65_-86,BC:6A:29:BE:2F:23_-86,6C:EC:EB:1F:F6:26_-90,,,,,,,,,
4444,6C:EC:EB:1F:F6:24_-85,6C:EC:EB:1F:F6:65_-74,BC:6A:29:BE:2F:23_-80,6C:EC:EB:1F:F6:76_-57,6C:EC:EB:1F:F6:65_-74,,,,,,,,
4445,6C:EC:EB:1F:F4:74_-61,,,,,,,,,,,,
4446,7C:66:9D:7B:2B:9F_-78,6C:EC:EB:1F:F6:76_-76,7C:66:9D:7B:2B:9F_-80,6C:EC:EB:1F:FD:83_-78,6C:EC:EB:1F:F6:24_-88,,,,,,,,
4447,7C:66:9D:7B:2B:90_-62,6C:EC:EB:1F:F6:15_-76,6C:EC:EB:1F:F6:15_-76,,,,,,,,,,
4448,7C:66:9D:7B:29:FA_-74,BC:6A:29:BE:31:57_-54,6C:EC:EB:1F:F6:24_-93,BC:6A:29:BE:31:57_-54,7C:66:9D:7B:29:FB_-73,6C:EC:EB:1F:F6:65_-86,BC:6A:29:BE:31:57_-54,BC:6A:29:BE:31:57_-54,7C:66:9D:7B:29:FA_-74,,,,
4449,,,,,,,,,,,,,
4450,6C:EC:EB:1F:F6:65_-90,6C:EC:EB:1F:F6:26_-94,6C:EC:EB:1F:F6:76_-89,,,,,,,,,,
4451,BC:6A:29:BE:2F:76_-74,,,,,,,,,,,,
4452,7C:66:9D:7B:29:FA_-84,7C:66:9D:7B:2D:4A_-79,BC:6A:29:BE:2F:76_-67,BC:6A:29:BE:31:57_-67,,,,,,,,,
4453,6C:EC:EB:1F:F6:26_-83,6C:EC:EB:1F:F6:26_-82,BC:6A:29:BE:2F:23_-86,6C:EC:EB:1F:F4:74_-62,7C:66:9D:7B:2B:9F_-89,,,,,,,,
4454,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F6:65_-91,BC:6A:29:BE:2F:23_-89,6C:EC:EB:1F:F4:74_-62,,,,,,,,,
4455,6C:EC:EB:1F:F6:26_-68,7C:66:9D:7B:29:FB_-82,BC:6A:29:BE:2F:23_-80,BC:6A:29:BE:31:57_-87,BC:6A:29:BE:2F:23_-80,,,,,,,,
4456,6C:EC:EB:1F:FB:C7_-86,7C:66:9D:7B:29:FB_-66,BC:6A:29:BE:31:57_-76,6C:EC:EB:1F:FD:9B_-72,7C:66:9D:7B:29:FB_-62,,,,,,,,
4457,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F6:26_-82,,,,,,,,,,,
4458,6C:EC:EB:1F:F4:46_-77,,,,,,,,,,,,
4459,6C:EC:EB:1F:F4:74_-69,7C:66:9D:7B:2B:9F_-76,6C:EC:EB:1F:F6:24_-93,6C:EC:EB:1F:F6:26_-94,,,,,,,,,
4460,6C:EC:EB:1F:F6:26_-88,6C:EC:EB:1F:F6:65_-86,,,,,,,,,,,
4461,6C:EC:EB:1F:F6:76_-68,7C:66:9D:7B:29:FB_-90,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:F6:76_-68,6C:EC:EB:1F:F6:24_-86,,,,,,,,
4462,7C:66:9D:7B:2B:9F_-84,BC:6A:29:BE:2F:23_-70,7C:66:9D:7B:2B:9F_-85,7C:66:9D:7B:2B:9F_-85,6C:EC:EB:1F:F4:74_-84,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:FD:83_-73,,,,,,
4463,6C:EC:EB:1F:FD:9B_-85,6C:EC:EB:1F:F6:55_-89,6C:EC:EB:1F:F4:4F_-93,,,,,,,,,,
4464,6C:EC:EB:1F:F6:26_-82,BC:6A:29:BE:2F:76_-91,,,,,,,,,,,
4465,6C:EC:EB:1F:FD:83_-83,6C:EC:EB:1F:F6:76_-88,BC:6A:29:BE:2F:23_-90,6C:EC:EB:1F:F4:74_-57,6C:EC:EB:1F:F6:65_-91,,,,,,,,
4466,BC:6A:29:BE:31:57_-63,7C:66:9D:7B:2B:90_-68,7C:66:9D:7B:29:FB_-72,6C:EC:EB:1F:FD:83_-85,,,,,,,,,
4467,,,,,,,,,,,,,
4468,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-79,,,,,,,,,,,
4469,7C:66:9D:7B:2B:90_-69,BC:6A:29:BE:2F:23_-89,,,,,,,,,,,
4470,,,,,,,,,,,,,
4471,BC:6A:29:BE:31:57_-60,BC:6A:29:BE:2F:76_-84,,,,,,,,,,,
4472,7C:66:9D:7B:29:FB_-76,7C:66:9D:7B:29:FB_-76,,,,,,,,,,,
4473,6C:EC:EB:1F:F6:2D_-92,7C:66:9D:7B:29:FA_-76,7C:66:9D:7B:29:FA_-76,,,,,,,,,,
4474,BC:6A:29:BE:2F:23_-89,6C:EC:EB:1F:F6:76_-83,,,,,,,,,,,
4475,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F6:26_-82,6C:EC:EB:1F:F6:76_-84,,,,,,,,,,
4476,,,,,,,,,,,,,
4477,6C:EC:EB:1F:FD:83_-87,7C:66:9D:7B:2B:9F_-64,,,,,,,,,,,
4478,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:F4:74_-77,7C:66:9D:7B:2B:9F_-79,BC:6A:29:BE:2F:23_-88,,,,,,,,,
4479,6C:EC:EB:1F:F6:26_-88,6C:EC:EB:1F:FD:83_-86,6C:EC:EB:1F:F6:24_-84,,,,,,,,,,
4480,7C:66:9D:7B:2B:9F_-73,6C:EC:EB:1F:FD:83_-65,6C:EC:EB:1F:F6:55_-90,6C:EC:EB:1F:F4:46_-76,BC:6A:29:BE:2F:23_-85,6C:EC:EB:1F:FD:83_-66,6C:EC:EB:1F:F6:15_-96,6C:EC:EB:1F:F6:55_-88,6C:EC:EB:1F:F6:24_-84,,,,
4481,BC:6A:29:BE:2F:76_-76,,,,,,,,,,,,
4482,6C:EC:EB:1F:FB:96_-97,7C:66:9D:7B:29:FB_-70,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:F6:26_-86,BC:6A:29:BE:2F:23_-67,6C:EC:EB:1F:F6:65_-78,,,,,,,
4483,6C:EC:EB:1F:F4:74_-71,BC:6A:29:BE:2F:23_-82,6C:EC:EB:1F:FD:83_-81,BC:6A:29:BE:2F:23_-82,,,,,,,,,
4484,7C:66:9D:7B:2B:90_-68,BC:6A:29:BE:31:57_-63,6C:EC:EB:1F:FD:83_-86,6C:EC:EB:1F:F6:26_-74,BC:6A:29:BE:2F:23_-89,,,,,,,,
4485,,,,,,,,,,,,,
4486,BC:6A:29:BE:2F:23_-96,,,,,,,,,,,,
4487,BC:6A:29:BE:2F:23_-74,6C:EC:EB:1F:F4:74_-76,6C:EC:EB:1F:FD:83_-71,7C:66:9D:7B:2B:9F_-83,6C:EC:EB:1F:F4:46_-78,,,,,,,,
4488,7C:66:9D:7B:29:FB_-90,,,,,,,,,,,,
4489,7C:66:9D:7B:2D:4A_-82,7C:66:9D:7B:2B:90_-74,BC:6A:29:BE:31:57_-66,BC:6A:29:BE:2F:76_-75,,,,,,,,,
4490,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F4:46_-76,BC:6A:29:BE:2F:23_-70,6C:EC:EB:1F:F6:26_-77,,,,,,,,,
4491,7C:66:9D:7B:29:FB_-69,BC:6A:29:BE:2F:76_-91,,,,,,,,,,,
4492,7C:66:9D:7B:29:FB_-83,BC:6A:29:BE:31:57_-69,7C:66:9D:7B:29:FB_-83,7C:66:9D:7B:2B:90_-73,,,,,,,,,
4493,7C:66:9D:7B:29:FA_-68,7C:66:9D:7B:29:FA_-68,,,,,,,,,,,
4494,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:29:FA_-74,,,,,,,,,,,
4495,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:F6:24_-76,6C:EC:EB:1F:F6:26_-76,,,,,,,,,,
4496,6C:EC:EB:1F:F6:26_-84,6C:EC:EB:1F:F4:74_-62,,,,,,,,,,,
4497,6C:EC:EB:1F:F4:74_-72,7C:66:9D:7B:2B:9F_-78,7C:66:9D:7B:2B:9F_-79,6C:EC:EB:1F:FD:83_-78,,,,,,,,,
4498,6C:EC:EB:1F:F6:26_-91,7C:66:9D:7B:2B:9F_-70,6C:EC:EB:1F:FD:83_-71,6C:EC:EB:1F:F6:76_-83,BC:6A:29:BE:2F:23_-82,,,,,,,,
4499,6C:EC:EB:1F:F4:46_-89,BC:6A:29:BE:2F:23_-71,6C:EC:EB:1F:F4:46_-87,,,,,,,,,,
4500,,,,,,,,,,,,,
4501,7C:66:9D:7B:29:FB_-82,,,,,,,,,,,,
4502,6C:EC:EB:1F:FD:9B_-81,7C:66:9D:7B:2B:90_-78,6C:EC:EB:1F:F6:24_-95,6C:EC:EB:1F:F6:65_-96,,,,,,,,,
4503,BC:6A:29:BE:2F:76_-60,BC:6A:29:BE:2F:76_-61,,,,,,,,,,,
4504,6C:EC:EB:1F:FD:83_-82,7C:66:9D:7B:2B:90_-90,,,,,,,,,,,
4505,6C:EC:EB:1F:F6:24_-95,BC:6A:29:BE:2F:23_-76,7C:66:9D:7B:29:FB_-94,,,,,,,,,,
4506,6C:EC:EB:1F:F6:65_-92,6C:EC:EB:1F:F6:26_-98,6C:EC:EB:1F:F6:65_-92,BC:6A:29:BE:31:57_-66,,,,,,,,,
4507,6C:EC:EB:1F:F6:24_-63,6C:EC:EB:1F:F4:74_-79,BC:6A:29:BE:2F:23_-78,6C:EC:EB:1F:F6:24_-65,7C:66:9D:7B:29:FB_-82,6C:EC:EB:1F:FD:83_-76,7C:66:9D:7B:29:FB_-82,,,,,,
4508,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F6:76_-85,7C:66:9D:7B:2B:9F_-70,BC:6A:29:BE:2F:23_-83,,,,,,,,,
4509,6C:EC:EB:1F:F6:65_-66,6C:EC:EB:1F:F6:65_-66,,,,,,,,,,,
4510,6C:EC:EB:1F:F6:26_-75,7C:66:9D:7B:2B:90_-66,6C:EC:EB:1F:F6:65_-81,6C:EC:EB:1F:F6:65_-81,6C:EC:EB:1F:F6:76_-91,6C:EC:EB:1F:F6:2D_-81,,,,,,,
4511,7C:66:9D:7B:2B:90_-82,7C:66:9D:7B:2D:4A_-95,7C:66:9D:7B:29:FB_-78,,,,,,,,,,
4512,6C:EC:EB:1F:F6:76_-87,BC:6A:29:BE:2F:76_-98,7C:66:9D:7B:29:FB_-62,,,,,,,,,,
4513,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:FD:83_-71,7C:66:9D:7B:29:FB_-69,BC:6A:29:BE:2F:23_-63,6C:EC:EB:1F:F6:15_-86,6C:EC:EB:1F:F4:74_-83,6C:EC:EB:1F:F6:24_-73,,,,,,
4514,6C:EC:EB:1F:F6:65_-74,7C:66:9D:7B:2B:9F_-82,6C:EC:EB:1F:F4:74_-72,6C:EC:EB:1F:FD:83_-75,,,,,,,,,
4515,6C:EC:EB:1F:FD:83_-91,BC:6A:29:BE:2F:76_-88,BC:6A:29:BE:2F:76_-90,,,,,,,,,,
4516,6C:EC:EB:1F:F6:26_-92,6C:EC:EB:1F:F4:74_-72,BC:6A:29:BE:2F:23_-77,6C:EC:EB:1F:F6:65_-78,,,,,,,,,
4517,7C:66:9D:7B:2B:90_-82,,,,,,,,,,,,
4518,7C:66:9D:7B:29:FB_-85,,,,,,,,,,,,
4519,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:76_-85,7C:66:9D:7B:2B:9F_-70,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:26_-90,BC:6A:29:BE:2F:23_-82,,,,,
4520,7C:66:9D:7B:2B:9F_-75,7C:66:9D:7B:2B:90_-93,BC:6A:29:BE:2F:23_-80,7C:66:9D:7B:2B:9F_-75,7C:66:9D:7B:2B:9F_-74,,,,,,,,
4521,7C:66:9D:7B:2B:90_-69,7C:66:9D:7B:29:FB_-69,6C:EC:EB:1F:FD:9B_-76,6C:EC:EB:1F:F6:76_-93,7C:66:9D:7B:2B:90_-69,6C:EC:EB:1F:FB:B0_-91,20:CD:39:7D:42:D1_-94,,,,,,
4522,BC:6A:29:BE:2F:23_-63,6C:EC:EB:1F:FD:83_-73,6C:EC:EB:1F:F6:24_-89,6C:EC:EB:1F:FD:83_-75,,,,,,,,,
4523,,,,,,,,,,,,,
4524,BC:6A:29:BE:31:57_-98,,,,,,,,,,,,
4525,7C:66:9D:7B:29:FB_-79,7C:66:9D:7B:2D:4A_-70,BC:6A:29:BE:31:57_-74,7C:66:9D:7B:29:FB_-78,,,,,,,,,
4526,,,,,,,,,,,,,
4527,6C:EC:EB:1F:F6:65_-77,6C:EC:EB:1F:F6:76_-80,6C:EC:EB:1F:FD:83_-76,6C:EC:EB:1F:F6:15_-89,7C:66:9D:7B:2B:9F_-83,,,,,,,,
4528,7C:66:9D:7B:2B:9F_-73,BC:6A:29:BE:2F:23_-86,6C:EC:EB:1F:F4:74_-74,,,,,,,,,,
4529,6C:EC:EB:1F:FD:9B_-71,7C:66:9D:7B:2B:9F_-94,7C:66:9D:7B:29:FA_-77,6C:EC:EB:1F:F6:55_-91,7C:66:9D:7B:2B:90_-68,6C:EC:EB:1F:F6:26_-93,6C:EC:EB:1F:FD:9B_-70,7C:66:9D:7B:2B:9F_-90,6C:EC:EB:1F:FB:96_-95,7C:66:9D:7B:29:FA_-77,,,
4530,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F6:76_-75,6C:EC:EB:1F:F6:24_-77,6C:EC:EB:1F:F6:76_-74,,,,,,,,,
4531,,,,,,,,,,,,,
4532,6C:EC:EB:1F:F6:65_-86,6C:EC:EB:1F:F6:24_-92,BC:6A:29:BE:2F:23_-82,6C:EC:EB:1F:F6:65_-87,6C:EC:EB:1F:FD:83_-92,,,,,,,,
4533,6C:EC:EB:1F:FD:9B_-88,6C:EC:EB:1F:F4:46_-88,6C:EC:EB:1F:F6:24_-80,7C:66:9D:7B:2B:9F_-76,6C:EC:EB:1F:F4:4F_-91,6C:EC:EB:1F:F6:55_-78,6C:EC:EB:1F:F6:24_-80,6C:EC:EB:1F:FD:9B_-87,,,,,
4534,BC:6A:29:BE:2F:76_-59,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:2D:4A_-65,,,,,,,,,,
4535,7C:66:9D:7B:2D:4A_-68,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,
4536,BC:6A:29:BE:2F:23_-78,6C:EC:EB:1F:F4:46_-89,6C:EC:EB:1F:F6:26_-83,6C:EC:EB:1F:F6:76_-79,7C:66:9D:7B:29:FB_-88,BC:6A:29:BE:2F:23_-78,6C:EC:EB:1F:FD:83_-77,6C:EC:EB:1F:F6:65_-58,7C:66:9D:7B:2B:9F_-83,6C:EC:EB:1F:F6:65_-57,,,
4537,BC:6A:29:BE:2F:23_-68,6C:EC:EB:1F:F6:76_-82,6C:EC:EB:1F:F6:26_-93,6C:EC:EB:1F:F6:26_-91,,,,,,,,,
4538,6C:EC:EB:1F:F6:76_-90,6C:EC:EB:1F:F6:26_-71,,,,,,,,,,,
4539,6C:EC:EB:1F:F4:74_-76,7C:66:9D:7B:2B:90_-90,7C:66:9D:7B:2B:9F_-77,BC:6A:29:BE:2F:23_-87,6C:EC:EB:1F:F6:76_-78,,,,,,,,
4540,7C:66:9D:7B:2B:90_-66,BC:6A:29:BE:31:57_-67,7C:66:9D:7B:29:FB_-68,,,,,,,,,,
4541,6C:EC:EB:1F:F6:65_-84,6C:EC:EB:1F:F4:74_-76,6C:EC:EB:1F:F6:65_-84,BC:6A:29:BE:2F:23_-87,7C:66:9D:7B:2B:9F_-80,6C:EC:EB:1F:F4:74_-76,6C:EC:EB:1F:F6:76_-86,,,,,,
4542,7C:66:9D:7B:29:FB_-62,BC:6A:29:BE:31:57_-72,BC:6A:29:BE:2F:23_-77,7C:66:9D:7B:2B:90_-69,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:2B:90_-69,BC:6A:29:BE:2F:76_-92,7C:66:9D:7B:29:FB_-62,6C:EC:EB:1F:FD:9B_-77,7C:66:9D:7B:29:FB_-62,6C:EC:EB:1F:FB:C7_-89,BC:6A:29:BE:2F:23_-77,
4543,6C:EC:EB:1F:F4:46_-72,,,,,,,,,,,,
4544,7C:66:9D:7B:2D:4A_-72,7C:66:9D:7B:29:FA_-80,7C:66:9D:7B:2D:4A_-72,,,,,,,,,,
4545,BC:6A:29:BE:2F:23_-68,6C:EC:EB:1F:F4:46_-77,6C:EC:EB:1F:F4:74_-77,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:F6:55_-87,6C:EC:EB:1F:F6:24_-70,7C:66:9D:7B:29:FB_-83,,,,,,
4546,6C:EC:EB:1F:F4:46_-71,7C:66:9D:7B:2B:9F_-76,6C:EC:EB:1F:F4:46_-79,6C:EC:EB:1F:F6:76_-88,,,,,,,,,
4547,6C:EC:EB:1F:FD:9B_-78,BC:6A:29:BE:31:57_-72,6C:EC:EB:1F:FB:C7_-89,BC:6A:29:BE:31:57_-71,,,,,,,,,
4548,7C:66:9D:7B:2B:9F_-82,7C:66:9D:7B:29:FB_-71,6C:EC:EB:1F:F6:24_-77,7C:66:9D:7B:29:FB_-69,7C:66:9D:7B:29:FB_-71,,,,,,,,
4549,6C:EC:EB:1F:F6:24_-88,BC:6A:29:BE:31:57_-96,6C:EC:EB:1F:F6:65_-80,BC:6A:29:BE:2F:23_-80,7C:66:9D:7B:2B:9F_-77,,,,,,,,
4550,6C:EC:EB:1F:F6:65_-67,6C:EC:EB:1F:FD:83_-68,7C:66:9D:7B:2B:9F_-74,6C:EC:EB:1F:F6:65_-64,6C:EC:EB:1F:F6:24_-76,6C:EC:EB:1F:F6:26_-80,6C:EC:EB:1F:FD:83_-67,,,,,,
