,0,1,2,3,4,5,6,7,8,9,10,11,12
4832,7C:66:9D:7B:2D:4A_-62,7C:66:9D:7B:2D:4A_-62,7C:66:9D:7B:29:FA_-77,,,,,,,,,,
4833,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,,,,,,,,,
4834,7C:66:9D:7B:2B:90_-72,7C:66:9D:7B:2B:90_-72,7C:66:9D:7B:2B:90_-72,7C:66:9D:7B:2B:90_-72,7C:66:9D:7B:2B:90_-72,,,,,,,,
4835,7C:66:9D:7B:29:FA_-69,BC:6A:29:BE:2F:76_-77,7C:66:9D:7B:29:FA_-65,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:29:FA_-69,,,,,,,,
4836,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:F6:65_-85,6C:EC:EB:1F:FD:83_-82,,,,,,,,,,
4837,6C:EC:EB:1F:F6:65_-74,6C:EC:EB:1F:F6:65_-76,6C:EC:EB:1F:F6:65_-76,6C:EC:EB:1F:F6:65_-76,,,,,,,,,
4838,7C:66:9D:7B:29:FB_-87,7C:66:9D:7B:29:FB_-87,7C:66:9D:7B:29:FB_-87,,,,,,,,,,
4839,6C:EC:EB:1F:F6:65_-58,7C:66:9D:7B:2B:9F_-76,,,,,,,,,,,
4840,6C:EC:EB:1F:FD:83_-61,7C:66:9D:7B:29:FB_-83,6C:EC:EB:1F:FD:83_-61,6C:EC:EB:1F:F4:74_-88,6C:EC:EB:1F:FD:83_-61,,,,,,,,
4841,6C:EC:EB:1F:F6:65_-61,6C:EC:EB:1F:F6:76_-72,6C:EC:EB:1F:F6:26_-85,6C:EC:EB:1F:F6:76_-72,6C:EC:EB:1F:F6:76_-72,6C:EC:EB:1F:F6:76_-72,,,,,,,
4842,BC:6A:29:BE:2F:23_-80,BC:6A:29:BE:2F:23_-80,,,,,,,,,,,
4843,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,6C:EC:EB:1F:F6:55_-76,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FA_-79,,,,
4844,7C:66:9D:7B:29:FB_-67,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,,,,,,,,,
4845,6C:EC:EB:1F:F4:46_-68,,,,,,,,,,,,
4846,7C:66:9D:7B:29:FB_-66,7C:66:9D:7B:29:FB_-66,7C:66:9D:7B:29:FB_-66,,,,,,,,,,
4847,BC:6A:29:BE:2F:76_-70,7C:66:9D:7B:29:FA_-71,BC:6A:29:BE:2F:76_-70,,,,,,,,,,
4848,7C:66:9D:7B:2B:90_-82,7C:66:9D:7B:2B:90_-82,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:F6:65_-81,,,,,,,,,
4849,6C:EC:EB:1F:F4:74_-82,6C:EC:EB:1F:F4:74_-82,6C:EC:EB:1F:F4:74_-82,6C:EC:EB:1F:F4:74_-82,7C:66:9D:7B:2B:9F_-72,6C:EC:EB:1F:F4:74_-82,,,,,,,
4850,7C:66:9D:7B:2B:90_-79,7C:66:9D:7B:2B:90_-79,7C:66:9D:7B:2B:90_-79,7C:66:9D:7B:2B:90_-79,7C:66:9D:7B:2B:90_-79,7C:66:9D:7B:2B:90_-79,7C:66:9D:7B:2B:90_-79,,,,,,
4851,6C:EC:EB:1F:F6:65_-83,6C:EC:EB:1F:F4:46_-77,6C:EC:EB:1F:F4:46_-77,6C:EC:EB:1F:F4:46_-77,,,,,,,,,
4852,6C:EC:EB:1F:F4:74_-72,,,,,,,,,,,,
4853,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,,,,,,,,,
4854,6C:EC:EB:1F:F4:46_-83,,,,,,,,,,,,
4855,7C:66:9D:7B:2D:4A_-71,7C:66:9D:7B:2D:4A_-71,7C:66:9D:7B:2D:4A_-71,7C:66:9D:7B:2D:4A_-71,7C:66:9D:7B:2D:4A_-71,BC:6A:29:BE:31:57_-64,,,,,,,
4856,7C:66:9D:7B:29:FA_-66,7C:66:9D:7B:29:FA_-66,7C:66:9D:7B:29:FA_-66,7C:66:9D:7B:29:FA_-66,7C:66:9D:7B:29:FA_-66,,,,,,,,
4857,BC:6A:29:BE:2F:76_-66,,,,,,,,,,,,
4858,7C:66:9D:7B:29:FB_-83,BC:6A:29:BE:31:57_-56,BC:6A:29:BE:31:57_-56,BC:6A:29:BE:31:57_-56,7C:66:9D:7B:2B:90_-64,,,,,,,,
4859,6C:EC:EB:1F:F6:76_-90,6C:EC:EB:1F:F6:76_-90,6C:EC:EB:1F:F6:76_-90,,,,,,,,,,
4860,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F4:46_-82,,,,,,,,
4861,7C:66:9D:7B:29:FB_-78,7C:66:9D:7B:29:FB_-78,7C:66:9D:7B:29:FB_-78,,,,,,,,,,
4862,7C:66:9D:7B:2B:9F_-73,,,,,,,,,,,,
4863,6C:EC:EB:1F:F6:76_-71,7C:66:9D:7B:2B:9F_-84,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:F6:76_-71,,,,,,,,
4864,6C:EC:EB:1F:F6:65_-75,6C:EC:EB:1F:F6:65_-75,6C:EC:EB:1F:F6:65_-75,,,,,,,,,,
4865,BC:6A:29:BE:2F:23_-70,BC:6A:29:BE:2F:23_-70,6C:EC:EB:1F:F4:74_-88,BC:6A:29:BE:2F:23_-70,BC:6A:29:BE:2F:23_-70,,,,,,,,
4866,,,,,,,,,,,,,
4867,6C:EC:EB:1F:F4:46_-72,6C:EC:EB:1F:F4:46_-72,6C:EC:EB:1F:F4:46_-72,6C:EC:EB:1F:F4:46_-72,,,,,,,,,
4868,6C:EC:EB:1F:F4:46_-78,6C:EC:EB:1F:F4:46_-78,6C:EC:EB:1F:F4:46_-78,,,,,,,,,,
4869,7C:66:9D:7B:2B:90_-71,,,,,,,,,,,,
4870,6C:EC:EB:1F:F4:46_-71,,,,,,,,,,,,
4871,,,,,,,,,,,,,
4872,,,,,,,,,,,,,
4873,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,,,,,,,,,
4874,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:2D:4A_-68,7C:66:9D:7B:2D:4A_-68,,,,,,,,,,
4875,6C:EC:EB:1F:F4:74_-69,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:74_-69,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:46_-74,,,,
4876,6C:EC:EB:1F:F4:74_-66,6C:EC:EB:1F:F6:26_-94,6C:EC:EB:1F:F4:74_-66,,,,,,,,,,
4877,7C:66:9D:7B:29:FA_-68,7C:66:9D:7B:29:FA_-68,7C:66:9D:7B:29:FA_-68,BC:6A:29:BE:2F:76_-66,7C:66:9D:7B:29:FA_-68,,,,,,,,
4878,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,,,,,,,,,
4879,6C:EC:EB:1F:FD:83_-70,,,,,,,,,,,,
4880,,,,,,,,,,,,,
4881,6C:EC:EB:1F:FD:83_-74,7C:66:9D:7B:2B:9F_-71,6C:EC:EB:1F:F4:74_-68,7C:66:9D:7B:2B:9F_-71,,,,,,,,,
4882,,,,,,,,,,,,,
4883,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,6C:EC:EB:1F:F4:74_-92,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-68,,,,,,
4884,BC:6A:29:BE:2F:23_-86,,,,,,,,,,,,
4885,7C:66:9D:7B:29:FB_-61,7C:66:9D:7B:29:FB_-61,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:29:FB_-61,,,,,,,,,
4886,,,,,,,,,,,,,
4887,6C:EC:EB:1F:F6:65_-73,6C:EC:EB:1F:F6:65_-72,6C:EC:EB:1F:F6:26_-86,6C:EC:EB:1F:F6:65_-73,,,,,,,,,
4888,BC:6A:29:BE:2F:23_-64,,,,,,,,,,,,
4889,7C:66:9D:7B:2D:4A_-95,7C:66:9D:7B:2B:90_-71,7C:66:9D:7B:2B:90_-71,7C:66:9D:7B:2B:90_-71,,,,,,,,,
4890,BC:6A:29:BE:2F:76_-66,BC:6A:29:BE:2F:76_-66,,,,,,,,,,,
4891,,,,,,,,,,,,,
4892,6C:EC:EB:1F:FD:83_-81,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F6:76_-84,6C:EC:EB:1F:F6:76_-78,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,,,,,,,
4893,BC:6A:29:BE:2F:76_-57,,,,,,,,,,,,
4894,6C:EC:EB:1F:F4:74_-77,,,,,,,,,,,,
4895,BC:6A:29:BE:2F:76_-57,BC:6A:29:BE:2F:76_-57,,,,,,,,,,,
4896,BC:6A:29:BE:2F:76_-76,BC:6A:29:BE:2F:76_-76,BC:6A:29:BE:2F:76_-76,,,,,,,,,,
4897,6C:EC:EB:1F:F6:24_-73,6C:EC:EB:1F:F6:24_-73,6C:EC:EB:1F:F6:24_-73,,,,,,,,,,
4898,7C:66:9D:7B:2D:4A_-64,7C:66:9D:7B:29:FA_-67,,,,,,,,,,,
4899,7C:66:9D:7B:2B:90_-64,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-64,,,,,,,,,,
4900,7C:66:9D:7B:2B:90_-80,7C:66:9D:7B:29:FA_-75,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:2B:90_-77,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:29:FB_-73,,,,,
4901,,,,,,,,,,,,,
4902,6C:EC:EB:1F:F4:46_-66,,,,,,,,,,,,
4903,6C:EC:EB:1F:F6:24_-77,6C:EC:EB:1F:F6:24_-77,6C:EC:EB:1F:F6:24_-77,6C:EC:EB:1F:F6:24_-77,6C:EC:EB:1F:F6:24_-77,7C:66:9D:7B:29:FB_-93,6C:EC:EB:1F:F6:24_-77,,,,,,
4904,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F6:24_-78,,,,,,,
4905,7C:66:9D:7B:29:FB_-66,7C:66:9D:7B:29:FB_-66,7C:66:9D:7B:29:FB_-66,6C:EC:EB:1F:FD:9B_-92,,,,,,,,,
4906,BC:6A:29:BE:31:57_-73,7C:66:9D:7B:2B:90_-71,,,,,,,,,,,
4907,6C:EC:EB:1F:FD:83_-71,6C:EC:EB:1F:FD:83_-71,6C:EC:EB:1F:FD:83_-71,,,,,,,,,,
4908,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F6:26_-89,6C:EC:EB:1F:F6:76_-83,,,,,,,,,
4909,6C:EC:EB:1F:F6:76_-80,6C:EC:EB:1F:F6:76_-80,6C:EC:EB:1F:F6:76_-80,6C:EC:EB:1F:F6:76_-80,6C:EC:EB:1F:F6:76_-80,6C:EC:EB:1F:F6:76_-80,,,,,,,
4910,7C:66:9D:7B:29:FB_-78,,,,,,,,,,,,
4911,,,,,,,,,,,,,
4912,7C:66:9D:7B:29:FA_-78,,,,,,,,,,,,
4913,,,,,,,,,,,,,
4914,7C:66:9D:7B:29:FB_-88,6C:EC:EB:1F:F6:65_-66,6C:EC:EB:1F:F6:26_-84,7C:66:9D:7B:29:FB_-88,7C:66:9D:7B:29:FB_-88,,,,,,,,
4915,,,,,,,,,,,,,
4916,,,,,,,,,,,,,
4917,BC:6A:29:BE:2F:23_-62,BC:6A:29:BE:2F:23_-62,6C:EC:EB:1F:FD:83_-75,BC:6A:29:BE:2F:23_-62,BC:6A:29:BE:2F:23_-62,BC:6A:29:BE:2F:23_-62,BC:6A:29:BE:2F:23_-62,,,,,,
4918,6C:EC:EB:1F:F6:55_-72,6C:EC:EB:1F:F6:26_-79,,,,,,,,,,,
4919,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,,,,,,,,,
4920,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,,,,,,,
4921,6C:EC:EB:1F:F4:46_-73,6C:EC:EB:1F:F4:46_-73,,,,,,,,,,,
4922,6C:EC:EB:1F:F6:26_-84,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:F6:65_-72,,,,,,,
4923,6C:EC:EB:1F:FD:83_-72,6C:EC:EB:1F:FD:83_-72,6C:EC:EB:1F:FD:83_-72,6C:EC:EB:1F:FD:83_-72,,,,,,,,,
4924,BC:6A:29:BE:31:57_-77,BC:6A:29:BE:31:57_-77,BC:6A:29:BE:31:57_-77,BC:6A:29:BE:31:57_-77,BC:6A:29:BE:31:57_-77,,,,,,,,
4925,7C:66:9D:7B:2B:9F_-76,6C:EC:EB:1F:F6:24_-76,6C:EC:EB:1F:F6:24_-76,6C:EC:EB:1F:F6:24_-76,,,,,,,,,
4926,6C:EC:EB:1F:F6:15_-81,,,,,,,,,,,,
4927,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:46_-74,,,,,,,,,
4928,7C:66:9D:7B:2B:9F_-70,6C:EC:EB:1F:F4:74_-68,7C:66:9D:7B:2B:9F_-70,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F4:74_-68,,,,,,,,
4929,7C:66:9D:7B:29:FB_-81,6C:EC:EB:1F:F6:26_-69,,,,,,,,,,,
4930,BC:6A:29:BE:2F:76_-72,,,,,,,,,,,,
4931,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,,,,,,,,,
4932,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:65_-79,,,,,,,,,
4933,BC:6A:29:BE:31:57_-75,7C:66:9D:7B:29:FA_-85,6C:EC:EB:1F:F6:15_-80,6C:EC:EB:1F:F6:15_-80,6C:EC:EB:1F:F6:15_-80,,,,,,,,
4934,BC:6A:29:BE:2F:23_-67,BC:6A:29:BE:2F:23_-67,BC:6A:29:BE:2F:23_-67,BC:6A:29:BE:2F:23_-67,BC:6A:29:BE:2F:23_-67,BC:6A:29:BE:2F:23_-67,,,,,,,
4935,BC:6A:29:BE:2F:23_-62,BC:6A:29:BE:2F:23_-62,6C:EC:EB:1F:F6:65_-78,BC:6A:29:BE:2F:23_-62,6C:EC:EB:1F:F6:26_-70,,,,,,,,
4936,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,6C:EC:EB:1F:F6:65_-65,,,,,,,,,
4937,7C:66:9D:7B:29:FB_-86,7C:66:9D:7B:29:FB_-86,7C:66:9D:7B:29:FB_-86,7C:66:9D:7B:29:FB_-86,7C:66:9D:7B:29:FB_-86,BC:6A:29:BE:2F:23_-83,7C:66:9D:7B:29:FB_-86,7C:66:9D:7B:2B:9F_-74,7C:66:9D:7B:29:FB_-86,,,,
4938,7C:66:9D:7B:29:FA_-67,7C:66:9D:7B:29:FA_-67,BC:6A:29:BE:2F:76_-87,,,,,,,,,,
4939,BC:6A:29:BE:31:57_-58,BC:6A:29:BE:31:57_-58,,,,,,,,,,,
4940,BC:6A:29:BE:31:57_-88,BC:6A:29:BE:31:57_-84,,,,,,,,,,,
4941,7C:66:9D:7B:29:FA_-88,7C:66:9D:7B:29:FA_-88,7C:66:9D:7B:29:FA_-88,,,,,,,,,,
4942,BC:6A:29:BE:31:57_-71,BC:6A:29:BE:31:57_-71,,,,,,,,,,,
4943,BC:6A:29:BE:2F:76_-72,,,,,,,,,,,,
4944,BC:6A:29:BE:31:57_-88,BC:6A:29:BE:31:57_-84,BC:6A:29:BE:31:57_-84,BC:6A:29:BE:31:57_-84,BC:6A:29:BE:31:57_-84,,,,,,,,
4945,BC:6A:29:BE:2F:23_-80,BC:6A:29:BE:2F:23_-80,,,,,,,,,,,
4946,7C:66:9D:7B:29:FB_-86,,,,,,,,,,,,
4947,6C:EC:EB:1F:FD:83_-80,6C:EC:EB:1F:FD:83_-80,,,,,,,,,,,
4948,6C:EC:EB:1F:FD:83_-71,,,,,,,,,,,,
4949,7C:66:9D:7B:2B:9F_-64,7C:66:9D:7B:2B:9F_-64,6C:EC:EB:1F:FD:83_-68,,,,,,,,,,
4950,6C:EC:EB:1F:F6:76_-82,6C:EC:EB:1F:F6:76_-82,6C:EC:EB:1F:F4:46_-88,,,,,,,,,,
4951,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,,,,,,,,
4952,6C:EC:EB:1F:F4:46_-73,6C:EC:EB:1F:F4:46_-73,6C:EC:EB:1F:F4:74_-72,6C:EC:EB:1F:F4:46_-73,6C:EC:EB:1F:F4:46_-73,6C:EC:EB:1F:F4:46_-73,,,,,,,
4953,,,,,,,,,,,,,
4954,BC:6A:29:BE:2F:23_-65,BC:6A:29:BE:2F:23_-65,BC:6A:29:BE:2F:23_-65,BC:6A:29:BE:2F:23_-65,BC:6A:29:BE:2F:23_-65,BC:6A:29:BE:2F:23_-65,,,,,,,
4955,,,,,,,,,,,,,
4956,7C:66:9D:7B:29:FA_-72,,,,,,,,,,,,
4957,BC:6A:29:BE:2F:23_-83,,,,,,,,,,,,
4958,6C:EC:EB:1F:F6:26_-69,6C:EC:EB:1F:F6:26_-69,,,,,,,,,,,
4959,BC:6A:29:BE:2F:76_-66,,,,,,,,,,,,
4960,6C:EC:EB:1F:F6:65_-58,6C:EC:EB:1F:F6:65_-58,6C:EC:EB:1F:F6:65_-58,,,,,,,,,,
4961,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,6C:EC:EB:1F:F4:74_-75,BC:6A:29:BE:2F:23_-82,,,,,,,,,
4962,7C:66:9D:7B:29:FB_-79,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:F4:74_-82,,,,,,,
4963,7C:66:9D:7B:29:FB_-66,,,,,,,,,,,,
4964,BC:6A:29:BE:2F:23_-71,BC:6A:29:BE:2F:23_-71,BC:6A:29:BE:2F:23_-71,BC:6A:29:BE:2F:23_-71,BC:6A:29:BE:2F:23_-71,BC:6A:29:BE:2F:23_-71,,,,,,,
4965,,,,,,,,,,,,,
4966,7C:66:9D:7B:29:FA_-75,,,,,,,,,,,,
4967,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,,,,,,,,
4968,6C:EC:EB:1F:FD:83_-81,6C:EC:EB:1F:FD:83_-81,6C:EC:EB:1F:FD:83_-81,6C:EC:EB:1F:FD:83_-81,6C:EC:EB:1F:FD:83_-81,6C:EC:EB:1F:FD:83_-81,7C:66:9D:7B:2B:90_-86,,,,,,
4969,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F4:46_-82,,,,,,,,,,
4970,6C:EC:EB:1F:F6:65_-70,,,,,,,,,,,,
4971,6C:EC:EB:1F:FD:83_-76,6C:EC:EB:1F:FD:83_-76,,,,,,,,,,,
4972,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:76_-76,7C:66:9D:7B:2B:9F_-66,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:76_-76,,,,,,,,
4973,BC:6A:29:BE:31:57_-86,,,,,,,,,,,,
4974,7C:66:9D:7B:29:FB_-71,7C:66:9D:7B:29:FB_-71,,,,,,,,,,,
4975,BC:6A:29:BE:2F:76_-66,,,,,,,,,,,,
4976,7C:66:9D:7B:2B:9F_-70,6C:EC:EB:1F:F6:24_-76,6C:EC:EB:1F:F6:24_-76,6C:EC:EB:1F:F6:24_-76,6C:EC:EB:1F:F6:24_-76,6C:EC:EB:1F:F6:24_-76,,,,,,,
4977,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F4:74_-68,,,,,,,,
4978,6C:EC:EB:1F:F6:76_-78,6C:EC:EB:1F:F4:74_-80,6C:EC:EB:1F:F6:76_-84,6C:EC:EB:1F:F6:76_-78,6C:EC:EB:1F:F6:76_-78,,,,,,,,
4979,6C:EC:EB:1F:FD:83_-62,6C:EC:EB:1F:FD:83_-62,6C:EC:EB:1F:FD:83_-62,6C:EC:EB:1F:FD:83_-62,,,,,,,,,
4980,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-73,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F6:76_-87,,,,,,
4981,BC:6A:29:BE:2F:23_-62,BC:6A:29:BE:2F:23_-62,,,,,,,,,,,
4982,,,,,,,,,,,,,
4983,6C:EC:EB:1F:F4:46_-86,6C:EC:EB:1F:F4:46_-86,6C:EC:EB:1F:FD:83_-82,,,,,,,,,,
4984,7C:66:9D:7B:2D:4A_-74,,,,,,,,,,,,
4985,BC:6A:29:BE:2F:76_-71,BC:6A:29:BE:2F:76_-71,BC:6A:29:BE:2F:76_-71,,,,,,,,,,
4986,6C:EC:EB:1F:FD:83_-74,,,,,,,,,,,,
4987,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:29:FB_-80,6C:EC:EB:1F:FD:83_-65,,,,,,,
4988,BC:6A:29:BE:2F:23_-81,6C:EC:EB:1F:F4:74_-77,,,,,,,,,,,
4989,BC:6A:29:BE:2F:76_-92,7C:66:9D:7B:29:FB_-68,,,,,,,,,,,
4990,BC:6A:29:BE:31:57_-64,,,,,,,,,,,,
4991,6C:EC:EB:1F:F6:26_-77,6C:EC:EB:1F:F6:26_-77,6C:EC:EB:1F:F6:26_-77,,,,,,,,,,
4992,,,,,,,,,,,,,
4993,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F4:46_-82,,,,,,,,,
4994,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,,,,,,,,,,,
4995,BC:6A:29:BE:2F:23_-72,6C:EC:EB:1F:FD:9B_-92,BC:6A:29:BE:2F:23_-72,6C:EC:EB:1F:F4:4F_-87,BC:6A:29:BE:2F:23_-72,BC:6A:29:BE:2F:23_-72,,,,,,,
4996,7C:66:9D:7B:2B:90_-72,7C:66:9D:7B:2B:90_-72,,,,,,,,,,,
4997,7C:66:9D:7B:2B:9F_-67,BC:6A:29:BE:2F:23_-74,7C:66:9D:7B:2B:9F_-67,,,,,,,,,,
4998,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:FD:83_-84,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:65_-70,,,
4999,6C:EC:EB:1F:F4:46_-76,6C:EC:EB:1F:F4:46_-76,,,,,,,,,,,
5000,,,,,,,,,,,,,
5001,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,,,,,,,,,
5002,7C:66:9D:7B:2B:90_-62,7C:66:9D:7B:2B:90_-62,BC:6A:29:BE:31:57_-77,6C:EC:EB:1F:FD:9B_-85,7C:66:9D:7B:2B:90_-62,,,,,,,,
5003,BC:6A:29:BE:31:57_-84,6C:EC:EB:1F:FD:9B_-91,BC:6A:29:BE:31:57_-84,,,,,,,,,,
5004,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:F6:24_-80,6C:EC:EB:1F:F4:46_-86,6C:EC:EB:1F:F4:46_-86,6C:EC:EB:1F:F4:46_-86,6C:EC:EB:1F:F4:46_-86,6C:EC:EB:1F:F4:46_-86,6C:EC:EB:1F:F4:46_-86,,,,,
5005,6C:EC:EB:1F:F4:46_-83,7C:66:9D:7B:2B:9F_-92,6C:EC:EB:1F:FD:83_-74,,,,,,,,,,
5006,6C:EC:EB:1F:F6:24_-69,6C:EC:EB:1F:FD:83_-90,7C:66:9D:7B:2B:9F_-82,6C:EC:EB:1F:F6:24_-69,,,,,,,,,
5007,6C:EC:EB:1F:F4:74_-71,6C:EC:EB:1F:F4:74_-71,6C:EC:EB:1F:F4:74_-71,7C:66:9D:7B:2B:90_-93,6C:EC:EB:1F:F4:74_-71,,,,,,,,
5008,BC:6A:29:BE:31:57_-60,BC:6A:29:BE:31:57_-60,BC:6A:29:BE:31:57_-60,,,,,,,,,,
5009,BC:6A:29:BE:2F:76_-90,7C:66:9D:7B:2B:90_-70,,,,,,,,,,,
5010,7C:66:9D:7B:29:FA_-78,7C:66:9D:7B:29:FA_-78,6C:EC:EB:1F:F6:2D_-87,7C:66:9D:7B:29:FA_-78,7C:66:9D:7B:29:FA_-78,,,,,,,,
5011,BC:6A:29:BE:2F:23_-72,BC:6A:29:BE:2F:23_-72,BC:6A:29:BE:2F:23_-72,,,,,,,,,,
5012,6C:EC:EB:1F:F6:26_-70,6C:EC:EB:1F:F6:26_-70,,,,,,,,,,,
5013,6C:EC:EB:1F:F6:65_-92,6C:EC:EB:1F:F6:15_-86,6C:EC:EB:1F:F6:15_-86,6C:EC:EB:1F:F6:15_-86,6C:EC:EB:1F:F6:15_-86,BC:6A:29:BE:2F:23_-73,,,,,,,
5014,6C:EC:EB:1F:F6:2D_-89,,,,,,,,,,,,
5015,6C:EC:EB:1F:F6:76_-78,6C:EC:EB:1F:F6:26_-84,6C:EC:EB:1F:F6:76_-78,6C:EC:EB:1F:F6:76_-78,6C:EC:EB:1F:F6:76_-78,,,,,,,,
