,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
3751,7C:66:9D:7B:29:FB_-74,BC:6A:29:BE:31:57_-69,BC:6A:29:BE:2F:76_-79,7C:66:9D:7B:29:FB_-75,BC:6A:29:BE:31:57_-67,,,,,,,,,,,
3752,6C:EC:EB:1F:F6:76_-82,7C:66:9D:7B:2B:9F_-70,,,,,,,,,,,,,,
3753,6C:EC:EB:1F:FB:C7_-92,,,,,,,,,,,,,,,
3754,7C:66:9D:7B:29:FB_-74,6C:EC:EB:1F:F4:46_-72,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,6C:EC:EB:1F:FD:83_-86,,,,,,,,,,
3755,6C:EC:EB:1F:F4:46_-69,6C:EC:EB:1F:F6:65_-79,,,,,,,,,,,,,,
3756,6C:EC:EB:1F:FB:C7_-87,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:2B:90_-68,6C:EC:EB:1F:F6:55_-90,6C:EC:EB:1F:FD:9B_-71,6C:EC:EB:1F:F4:4F_-96,7C:66:9D:7B:2B:90_-82,7C:66:9D:7B:29:FA_-76,7C:66:9D:7B:2B:90_-82,,,,,,,
3757,BC:6A:29:BE:2F:76_-75,BC:6A:29:BE:2F:76_-75,,,,,,,,,,,,,,
3758,7C:66:9D:7B:29:FB_-79,6C:EC:EB:1F:F6:76_-80,7C:66:9D:7B:2B:9F_-80,6C:EC:EB:1F:F6:24_-68,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:F6:55_-89,6C:EC:EB:1F:F6:24_-67,,,,,,,,,
3759,6C:EC:EB:1F:F6:76_-68,7C:66:9D:7B:2B:9F_-73,BC:6A:29:BE:2F:23_-74,6C:EC:EB:1F:F6:76_-68,7C:66:9D:7B:2B:9F_-73,,,,,,,,,,,
3760,6C:EC:EB:1F:F6:65_-79,6C:EC:EB:1F:F6:76_-78,BC:6A:29:BE:2F:23_-70,7C:66:9D:7B:2B:90_-88,7C:66:9D:7B:29:FB_-85,,,,,,,,,,,
3761,7C:66:9D:7B:2B:9F_-76,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:55_-90,6C:EC:EB:1F:F4:46_-83,6C:EC:EB:1F:F6:55_-88,7C:66:9D:7B:2B:9F_-76,BC:6A:29:BE:2F:23_-62,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:F6:55_-88,,,,,,
3762,6C:EC:EB:1F:F6:65_-89,6C:EC:EB:1F:F6:76_-78,6C:EC:EB:1F:F6:26_-90,6C:EC:EB:1F:F6:76_-75,,,,,,,,,,,,
3763,7C:66:9D:7B:2B:9F_-67,BC:6A:29:BE:2F:23_-66,6C:EC:EB:1F:F4:46_-70,6C:EC:EB:1F:F6:65_-76,7C:66:9D:7B:2B:9F_-68,,,,,,,,,,,
3764,6C:EC:EB:1F:F6:65_-81,6C:EC:EB:1F:F6:24_-85,7C:66:9D:7B:2B:9F_-70,6C:EC:EB:1F:FD:83_-91,7C:66:9D:7B:29:FB_-83,6C:EC:EB:1F:F6:65_-81,6C:EC:EB:1F:F6:65_-80,,,,,,,,,
3765,BC:6A:29:BE:31:57_-72,7C:66:9D:7B:2D:4A_-72,BC:6A:29:BE:31:57_-72,7C:66:9D:7B:29:FB_-87,BC:6A:29:BE:2F:76_-76,7C:66:9D:7B:2B:90_-81,,,,,,,,,,
3766,6C:EC:EB:1F:F6:76_-87,BC:6A:29:BE:31:57_-71,7C:66:9D:7B:29:FB_-73,,,,,,,,,,,,,
3767,7C:66:9D:7B:29:FA_-74,7C:66:9D:7B:2B:90_-72,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,6C:EC:EB:1F:F6:65_-92,6C:EC:EB:1F:F6:76_-86,,,,,,,,,
3768,BC:6A:29:BE:31:57_-76,BC:6A:29:BE:2F:76_-82,,,,,,,,,,,,,,
3769,7C:66:9D:7B:29:FB_-86,,,,,,,,,,,,,,,
3770,BC:6A:29:BE:2F:76_-56,,,,,,,,,,,,,,,
3771,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:F6:65_-77,6C:EC:EB:1F:FD:83_-76,6C:EC:EB:1F:F4:46_-76,,,,,,,,,,,
3772,6C:EC:EB:1F:F4:46_-85,6C:EC:EB:1F:F6:76_-79,6C:EC:EB:1F:F6:65_-66,6C:EC:EB:1F:F6:24_-80,6C:EC:EB:1F:F6:76_-79,6C:EC:EB:1F:FD:83_-74,BC:6A:29:BE:2F:23_-70,6C:EC:EB:1F:F6:24_-82,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:F6:26_-70,,,,,,
3773,6C:EC:EB:1F:F6:26_-76,7C:66:9D:7B:2B:90_-80,6C:EC:EB:1F:F6:24_-76,6C:EC:EB:1F:F6:65_-66,,,,,,,,,,,,
3774,6C:EC:EB:1F:FD:83_-80,6C:EC:EB:1F:F4:74_-82,,,,,,,,,,,,,,
3775,BC:6A:29:BE:2F:23_-66,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F6:65_-79,6C:EC:EB:1F:FD:83_-70,BC:6A:29:BE:2F:23_-65,,,,,,,,,,,
3776,6C:EC:EB:1F:F6:24_-90,7C:66:9D:7B:29:FB_-91,BC:6A:29:BE:2F:23_-84,6C:EC:EB:1F:F4:46_-80,,,,,,,,,,,,
3777,7C:66:9D:7B:29:FB_-81,7C:66:9D:7B:2B:9F_-88,6C:EC:EB:1F:F4:74_-75,6C:EC:EB:1F:F6:24_-75,7C:66:9D:7B:2B:90_-81,7C:66:9D:7B:2B:9F_-89,,,,,,,,,,
3778,6C:EC:EB:1F:F4:74_-84,BC:6A:29:BE:2F:23_-73,6C:EC:EB:1F:F6:65_-77,6C:EC:EB:1F:F6:76_-76,7C:66:9D:7B:2B:9F_-81,7C:66:9D:7B:2B:90_-81,,,,,,,,,,
3779,,,,,,,,,,,,,,,,
3780,6C:EC:EB:1F:F6:2D_-96,,,,,,,,,,,,,,,
3781,6C:EC:EB:1F:FB:C7_-83,6C:EC:EB:1F:FB:C7_-82,6C:EC:EB:1F:F6:65_-88,7C:66:9D:7B:29:FA_-78,,,,,,,,,,,,
3782,6C:EC:EB:1F:F6:65_-77,BC:6A:29:BE:2F:23_-75,,,,,,,,,,,,,,
3783,BC:6A:29:BE:2F:76_-73,BC:6A:29:BE:31:57_-86,7C:66:9D:7B:2D:4A_-71,,,,,,,,,,,,,
3784,BC:6A:29:BE:2F:23_-62,6C:EC:EB:1F:F6:24_-68,7C:66:9D:7B:29:FB_-70,BC:6A:29:BE:2F:23_-62,7C:66:9D:7B:29:FB_-70,,,,,,,,,,,
3785,7C:66:9D:7B:29:FA_-84,7C:66:9D:7B:29:FA_-84,BC:6A:29:BE:2F:23_-81,BC:6A:29:BE:2F:23_-81,7C:66:9D:7B:29:FB_-84,,,,,,,,,,,
3786,,,,,,,,,,,,,,,,
3787,7C:66:9D:7B:2D:4A_-56,7C:66:9D:7B:29:FA_-75,,,,,,,,,,,,,,
3788,6C:EC:EB:1F:F6:26_-68,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F6:65_-85,,,,,,,,,,,
3789,6C:EC:EB:1F:F6:26_-77,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:26_-77,6C:EC:EB:1F:F6:55_-88,BC:6A:29:BE:2F:23_-80,7C:66:9D:7B:2B:90_-81,,,,,,,,,,
3790,7C:66:9D:7B:29:FB_-85,6C:EC:EB:1F:F4:46_-97,6C:EC:EB:1F:F4:46_-94,6C:EC:EB:1F:F4:46_-95,7C:66:9D:7B:2B:90_-68,6C:EC:EB:1F:F6:15_-85,6C:EC:EB:1F:F6:2D_-94,7C:66:9D:7B:2B:9F_-93,6C:EC:EB:1F:F6:15_-85,6C:EC:EB:1F:F4:46_-97,,,,,,
3791,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:2D:4A_-93,BC:6A:29:BE:31:57_-73,7C:66:9D:7B:29:FA_-71,BC:6A:29:BE:31:57_-73,7C:66:9D:7B:2D:4A_-95,,,,,,,,,,
3792,6C:EC:EB:1F:F6:55_-75,7C:66:9D:7B:2B:9F_-83,BC:6A:29:BE:2F:76_-98,BC:6A:29:BE:31:57_-78,6C:EC:EB:1F:F6:26_-85,6C:EC:EB:1F:FD:9B_-88,6C:EC:EB:1F:F6:76_-93,,,,,,,,,
3793,,,,,,,,,,,,,,,,
3794,BC:6A:29:BE:2F:76_-62,,,,,,,,,,,,,,,
3795,6C:EC:EB:1F:F6:76_-82,7C:66:9D:7B:29:FB_-81,6C:EC:EB:1F:F6:24_-85,,,,,,,,,,,,,
3796,7C:66:9D:7B:2B:90_-75,BC:6A:29:BE:31:57_-75,,,,,,,,,,,,,,
3797,,,,,,,,,,,,,,,,
3798,6C:EC:EB:1F:F6:24_-84,6C:EC:EB:1F:F4:74_-76,6C:EC:EB:1F:F6:76_-70,,,,,,,,,,,,,
3799,BC:6A:29:BE:2F:76_-70,,,,,,,,,,,,,,,
3800,6C:EC:EB:1F:F4:46_-71,BC:6A:29:BE:2F:23_-82,6C:EC:EB:1F:F6:76_-86,BC:6A:29:BE:2F:23_-82,6C:EC:EB:1F:F6:76_-88,,,,,,,,,,,
3801,6C:EC:EB:1F:F4:46_-69,7C:66:9D:7B:2B:9F_-67,,,,,,,,,,,,,,
3802,7C:66:9D:7B:29:FB_-66,,,,,,,,,,,,,,,
3803,6C:EC:EB:1F:F4:46_-70,7C:66:9D:7B:2B:9F_-89,BC:6A:29:BE:2F:23_-78,6C:EC:EB:1F:F4:74_-57,,,,,,,,,,,,
3804,6C:EC:EB:1F:F6:26_-73,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:F4:74_-73,6C:EC:EB:1F:F6:26_-77,,,,,,,,,,,,
3805,6C:EC:EB:1F:F4:46_-62,,,,,,,,,,,,,,,
3806,7C:66:9D:7B:29:FB_-75,7C:66:9D:7B:2B:90_-76,,,,,,,,,,,,,,
3807,7C:66:9D:7B:2D:4A_-68,BC:6A:29:BE:2F:76_-67,,,,,,,,,,,,,,
3808,,,,,,,,,,,,,,,,
3809,7C:66:9D:7B:2B:9F_-66,6C:EC:EB:1F:F4:74_-65,6C:EC:EB:1F:F6:65_-78,6C:EC:EB:1F:F6:24_-79,,,,,,,,,,,,
3810,7C:66:9D:7B:29:FB_-84,7C:66:9D:7B:29:FB_-84,,,,,,,,,,,,,,
3811,6C:EC:EB:1F:F4:46_-70,BC:6A:29:BE:2F:23_-78,,,,,,,,,,,,,,
3812,7C:66:9D:7B:29:FA_-82,6C:EC:EB:1F:FD:83_-75,7C:66:9D:7B:29:FB_-64,6C:EC:EB:1F:F6:26_-93,BC:6A:29:BE:2F:23_-74,7C:66:9D:7B:2B:9F_-73,6C:EC:EB:1F:F4:46_-85,,,,,,,,,
3813,7C:66:9D:7B:2D:4A_-64,7C:66:9D:7B:2D:4A_-66,,,,,,,,,,,,,,
3814,6C:EC:EB:1F:F6:24_-88,7C:66:9D:7B:29:FA_-79,6C:EC:EB:1F:F6:2D_-96,BC:6A:29:BE:31:57_-82,BC:6A:29:BE:2F:23_-85,6C:EC:EB:1F:F6:26_-83,7C:66:9D:7B:29:FA_-80,,,,,,,,,
3815,7C:66:9D:7B:29:FA_-71,BC:6A:29:BE:2F:76_-70,7C:66:9D:7B:2D:4A_-67,,,,,,,,,,,,,
3816,BC:6A:29:BE:31:57_-87,,,,,,,,,,,,,,,
3817,BC:6A:29:BE:31:57_-72,7C:66:9D:7B:29:FB_-85,7C:66:9D:7B:29:FB_-84,7C:66:9D:7B:2B:90_-82,,,,,,,,,,,,
3818,7C:66:9D:7B:2B:90_-85,BC:6A:29:BE:2F:76_-72,7C:66:9D:7B:2B:90_-85,BC:6A:29:BE:31:57_-78,,,,,,,,,,,,
3819,7C:66:9D:7B:29:FB_-70,7C:66:9D:7B:29:FB_-70,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:65_-77,,,,,,,,,,,
3820,7C:66:9D:7B:29:FB_-84,7C:66:9D:7B:2B:90_-73,7C:66:9D:7B:29:FB_-84,,,,,,,,,,,,,
3821,BC:6A:29:BE:2F:23_-75,,,,,,,,,,,,,,,
3822,BC:6A:29:BE:31:57_-68,BC:6A:29:BE:2F:76_-67,7C:66:9D:7B:2D:4A_-79,7C:66:9D:7B:2B:90_-70,7C:66:9D:7B:29:FA_-84,,,,,,,,,,,
3823,6C:EC:EB:1F:FD:83_-98,6C:EC:EB:1F:FD:9B_-89,6C:EC:EB:1F:FD:83_-98,,,,,,,,,,,,,
3824,6C:EC:EB:1F:F6:24_-69,7C:66:9D:7B:29:FB_-78,6C:EC:EB:1F:F6:65_-88,,,,,,,,,,,,,
3825,6C:EC:EB:1F:F4:46_-84,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F6:65_-52,6C:EC:EB:1F:F6:26_-73,7C:66:9D:7B:2B:9F_-71,,,,,,,,,,,
3826,BC:6A:29:BE:2F:23_-82,6C:EC:EB:1F:F6:24_-91,6C:EC:EB:1F:F6:24_-92,6C:EC:EB:1F:FD:83_-91,,,,,,,,,,,,
3827,6C:EC:EB:1F:F6:26_-83,6C:EC:EB:1F:F4:74_-64,6C:EC:EB:1F:F6:26_-84,6C:EC:EB:1F:F4:74_-61,6C:EC:EB:1F:F6:24_-85,,,,,,,,,,,
3828,6C:EC:EB:1F:F6:15_-68,7C:66:9D:7B:2B:90_-82,7C:66:9D:7B:29:FB_-67,7C:66:9D:7B:29:FA_-74,BC:6A:29:BE:2F:23_-81,6C:EC:EB:1F:F6:2D_-79,7C:66:9D:7B:29:FA_-74,6C:EC:EB:1F:FB:96_-96,,,,,,,,
3829,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F6:76_-75,,,,,,,,,,,,,
3830,7C:66:9D:7B:29:FB_-67,6C:EC:EB:1F:F4:46_-86,6C:EC:EB:1F:F6:24_-84,,,,,,,,,,,,,
3831,BC:6A:29:BE:2F:76_-78,7C:66:9D:7B:2D:4A_-56,7C:66:9D:7B:2D:4A_-56,,,,,,,,,,,,,
3832,BC:6A:29:BE:2F:76_-85,7C:66:9D:7B:29:FB_-73,BC:6A:29:BE:2F:76_-83,,,,,,,,,,,,,
3833,6C:EC:EB:1F:F6:15_-89,6C:EC:EB:1F:F6:26_-94,6C:EC:EB:1F:F6:15_-89,,,,,,,,,,,,,
3834,BC:6A:29:BE:31:57_-97,7C:66:9D:7B:2B:90_-96,7C:66:9D:7B:29:FA_-88,7C:66:9D:7B:29:FB_-81,,,,,,,,,,,,
3835,7C:66:9D:7B:29:FB_-66,6C:EC:EB:1F:F4:46_-88,6C:EC:EB:1F:F6:55_-94,BC:6A:29:BE:2F:23_-68,6C:EC:EB:1F:F6:26_-91,BC:6A:29:BE:31:57_-77,6C:EC:EB:1F:F6:65_-88,6C:EC:EB:1F:F6:65_-88,7C:66:9D:7B:29:FB_-65,,,,,,,
3836,6C:EC:EB:1F:F6:2D_-89,20:CD:39:7D:42:D1_-93,6C:EC:EB:1F:F4:46_-88,6C:EC:EB:1F:FB:96_-88,7C:66:9D:7B:2B:9F_-75,7C:66:9D:7B:29:FB_-62,6C:EC:EB:1F:F6:15_-86,,,,,,,,,
3837,7C:66:9D:7B:29:FB_-83,6C:EC:EB:1F:F6:76_-78,7C:66:9D:7B:2B:9F_-61,BC:6A:29:BE:2F:23_-70,,,,,,,,,,,,
3838,7C:66:9D:7B:29:FA_-63,BC:6A:29:BE:31:57_-62,,,,,,,,,,,,,,
3839,7C:66:9D:7B:2B:9F_-83,,,,,,,,,,,,,,,
3840,BC:6A:29:BE:31:57_-88,BC:6A:29:BE:2F:23_-72,,,,,,,,,,,,,,
3841,7C:66:9D:7B:2B:90_-75,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:29:FA_-63,6C:EC:EB:1F:F6:15_-91,BC:6A:29:BE:31:57_-58,7C:66:9D:7B:2D:4A_-98,,,,,,,,,,
3842,6C:EC:EB:1F:F6:65_-80,7C:66:9D:7B:2B:9F_-78,,,,,,,,,,,,,,
3843,7C:66:9D:7B:2B:90_-94,BC:6A:29:BE:2F:23_-83,7C:66:9D:7B:2B:9F_-69,,,,,,,,,,,,,
3844,BC:6A:29:BE:31:57_-91,7C:66:9D:7B:29:FB_-76,,,,,,,,,,,,,,
3845,7C:66:9D:7B:2D:4A_-56,7C:66:9D:7B:2D:4A_-56,,,,,,,,,,,,,,
3846,6C:EC:EB:1F:F6:24_-86,BC:6A:29:BE:2F:23_-90,7C:66:9D:7B:2B:9F_-86,BC:6A:29:BE:2F:23_-90,6C:EC:EB:1F:F6:24_-84,BC:6A:29:BE:2F:23_-90,,,,,,,,,,
3847,6C:EC:EB:1F:F6:76_-80,6C:EC:EB:1F:F6:76_-81,6C:EC:EB:1F:F6:26_-88,,,,,,,,,,,,,
3848,7C:66:9D:7B:2B:90_-90,7C:66:9D:7B:2B:90_-88,,,,,,,,,,,,,,
3849,6C:EC:EB:1F:F6:65_-83,,,,,,,,,,,,,,,
3850,7C:66:9D:7B:2B:90_-86,7C:66:9D:7B:2B:9F_-76,BC:6A:29:BE:31:57_-91,,,,,,,,,,,,,
3851,6C:EC:EB:1F:F6:24_-80,BC:6A:29:BE:31:57_-96,6C:EC:EB:1F:F6:55_-90,6C:EC:EB:1F:FD:9B_-96,,,,,,,,,,,,
3852,7C:66:9D:7B:29:FB_-62,BC:6A:29:BE:2F:76_-92,7C:66:9D:7B:2B:90_-59,6C:EC:EB:1F:F6:65_-94,7C:66:9D:7B:29:FB_-62,,,,,,,,,,,
3853,BC:6A:29:BE:2F:76_-66,,,,,,,,,,,,,,,
3854,7C:66:9D:7B:29:FA_-77,,,,,,,,,,,,,,,
3855,7C:66:9D:7B:2B:90_-92,,,,,,,,,,,,,,,
3856,BC:6A:29:BE:31:57_-85,6C:EC:EB:1F:F6:24_-77,BC:6A:29:BE:2F:23_-70,BC:6A:29:BE:2F:23_-69,7C:66:9D:7B:2B:90_-85,,,,,,,,,,,
3857,,,,,,,,,,,,,,,,
3858,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F4:74_-80,6C:EC:EB:1F:F6:26_-84,6C:EC:EB:1F:F6:24_-81,6C:EC:EB:1F:F4:74_-79,BC:6A:29:BE:31:57_-89,6C:EC:EB:1F:F6:24_-77,6C:EC:EB:1F:FD:83_-65,6C:EC:EB:1F:F6:65_-46,6C:EC:EB:1F:F6:26_-83,6C:EC:EB:1F:F6:65_-46,BC:6A:29:BE:2F:23_-75,6C:EC:EB:1F:F6:26_-80,,
3859,6C:EC:EB:1F:FD:83_-80,6C:EC:EB:1F:F6:26_-71,BC:6A:29:BE:2F:23_-88,6C:EC:EB:1F:F6:55_-72,,,,,,,,,,,,
3860,7C:66:9D:7B:2B:9F_-80,6C:EC:EB:1F:F6:55_-79,7C:66:9D:7B:2B:90_-65,,,,,,,,,,,,,
3861,7C:66:9D:7B:29:FB_-81,BC:6A:29:BE:31:57_-74,,,,,,,,,,,,,,
3862,7C:66:9D:7B:2D:4A_-61,,,,,,,,,,,,,,,
3863,BC:6A:29:BE:31:57_-68,7C:66:9D:7B:29:FB_-78,7C:66:9D:7B:29:FA_-64,,,,,,,,,,,,,
3864,6C:EC:EB:1F:FD:83_-85,,,,,,,,,,,,,,,
3865,7C:66:9D:7B:29:FB_-91,,,,,,,,,,,,,,,
3866,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F4:46_-70,,,,,,,,,,,,,,
3867,BC:6A:29:BE:2F:23_-76,6C:EC:EB:1F:F6:24_-78,7C:66:9D:7B:29:FB_-85,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F4:74_-67,6C:EC:EB:1F:F6:24_-78,,,,,,,,,,
3868,BC:6A:29:BE:2F:23_-86,7C:66:9D:7B:29:FB_-87,6C:EC:EB:1F:FD:9B_-91,,,,,,,,,,,,,
3869,,,,,,,,,,,,,,,,
3870,7C:66:9D:7B:29:FB_-77,,,,,,,,,,,,,,,
3871,6C:EC:EB:1F:F6:55_-79,6C:EC:EB:1F:F6:26_-87,7C:66:9D:7B:29:FB_-67,,,,,,,,,,,,,
3872,6C:EC:EB:1F:F6:26_-88,BC:6A:29:BE:2F:23_-70,6C:EC:EB:1F:F6:76_-89,6C:EC:EB:1F:F6:55_-92,6C:EC:EB:1F:F6:26_-92,6C:EC:EB:1F:F6:24_-77,7C:66:9D:7B:2B:9F_-76,,,,,,,,,
3873,7C:66:9D:7B:2B:9F_-72,6C:EC:EB:1F:F6:76_-79,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F6:65_-91,7C:66:9D:7B:2B:9F_-73,6C:EC:EB:1F:F6:76_-78,,,,,,,,,,
3874,6C:EC:EB:1F:F6:24_-66,6C:EC:EB:1F:F6:65_-68,7C:66:9D:7B:2B:9F_-78,7C:66:9D:7B:2B:9F_-78,6C:EC:EB:1F:F6:26_-71,6C:EC:EB:1F:F6:26_-68,BC:6A:29:BE:31:57_-91,7C:66:9D:7B:29:FB_-86,,,,,,,,
3875,6C:EC:EB:1F:F4:74_-84,,,,,,,,,,,,,,,
3876,BC:6A:29:BE:2F:23_-94,BC:6A:29:BE:2F:23_-92,,,,,,,,,,,,,,
3877,7C:66:9D:7B:29:FA_-81,,,,,,,,,,,,,,,
3878,BC:6A:29:BE:2F:76_-60,7C:66:9D:7B:29:FB_-81,,,,,,,,,,,,,,
3879,7C:66:9D:7B:2B:9F_-70,6C:EC:EB:1F:F4:46_-73,BC:6A:29:BE:2F:23_-70,7C:66:9D:7B:29:FB_-83,6C:EC:EB:1F:F6:26_-84,6C:EC:EB:1F:F6:76_-75,6C:EC:EB:1F:F4:46_-72,,,,,,,,,
3880,7C:66:9D:7B:29:FA_-74,7C:66:9D:7B:29:FA_-75,,,,,,,,,,,,,,
3881,6C:EC:EB:1F:F4:46_-85,6C:EC:EB:1F:F6:24_-71,6C:EC:EB:1F:F6:55_-81,6C:EC:EB:1F:F6:76_-87,6C:EC:EB:1F:F6:76_-87,,,,,,,,,,,
3882,7C:66:9D:7B:29:FA_-94,7C:66:9D:7B:29:FB_-89,,,,,,,,,,,,,,
3883,7C:66:9D:7B:29:FA_-74,,,,,,,,,,,,,,,
3884,6C:EC:EB:1F:F4:74_-84,6C:EC:EB:1F:F6:76_-72,6C:EC:EB:1F:F4:46_-89,6C:EC:EB:1F:F6:26_-86,,,,,,,,,,,,
3885,6C:EC:EB:1F:F6:26_-74,6C:EC:EB:1F:F6:76_-87,BC:6A:29:BE:2F:23_-88,,,,,,,,,,,,,
3886,BC:6A:29:BE:2F:23_-75,,,,,,,,,,,,,,,
3887,6C:EC:EB:1F:F6:76_-78,6C:EC:EB:1F:F6:76_-79,6C:EC:EB:1F:F4:46_-75,,,,,,,,,,,,,
3888,6C:EC:EB:1F:F6:76_-81,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F6:76_-81,6C:EC:EB:1F:FD:83_-81,,,,,,,,,,,,
3889,6C:EC:EB:1F:F6:55_-72,,,,,,,,,,,,,,,
3890,7C:66:9D:7B:29:FB_-86,BC:6A:29:BE:2F:23_-76,,,,,,,,,,,,,,
3891,6C:EC:EB:1F:F6:65_-77,7C:66:9D:7B:2B:9F_-82,6C:EC:EB:1F:F4:46_-88,6C:EC:EB:1F:F6:76_-77,,,,,,,,,,,,
3892,7C:66:9D:7B:2B:9F_-72,6C:EC:EB:1F:F6:76_-83,6C:EC:EB:1F:F4:46_-67,,,,,,,,,,,,,
3893,6C:EC:EB:1F:F6:55_-89,BC:6A:29:BE:2F:23_-85,BC:6A:29:BE:31:57_-80,7C:66:9D:7B:29:FB_-72,BC:6A:29:BE:2F:23_-85,,,,,,,,,,,
3894,6C:EC:EB:1F:FD:83_-77,7C:66:9D:7B:2B:9F_-82,6C:EC:EB:1F:F4:74_-90,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:F6:24_-82,6C:EC:EB:1F:FD:83_-80,,,,,,,,,,
3895,7C:66:9D:7B:2B:90_-79,7C:66:9D:7B:2B:90_-79,,,,,,,,,,,,,,
3896,6C:EC:EB:1F:F4:74_-86,6C:EC:EB:1F:F6:26_-87,6C:EC:EB:1F:F4:74_-85,7C:66:9D:7B:2B:9F_-67,,,,,,,,,,,,
3897,BC:6A:29:BE:2F:23_-78,6C:EC:EB:1F:F4:46_-82,BC:6A:29:BE:2F:23_-79,,,,,,,,,,,,,
3898,6C:EC:EB:1F:F6:65_-74,6C:EC:EB:1F:FD:83_-74,,,,,,,,,,,,,,
3899,,,,,,,,,,,,,,,,
3900,BC:6A:29:BE:31:57_-67,6C:EC:EB:1F:FD:83_-91,BC:6A:29:BE:31:57_-67,6C:EC:EB:1F:FD:83_-89,BC:6A:29:BE:2F:76_-80,7C:66:9D:7B:2B:90_-82,,,,,,,,,,
3901,7C:66:9D:7B:29:FA_-67,BC:6A:29:BE:2F:76_-60,,,,,,,,,,,,,,
3902,BC:6A:29:BE:2F:23_-70,6C:EC:EB:1F:F4:46_-81,6C:EC:EB:1F:F4:46_-78,,,,,,,,,,,,,
3903,7C:66:9D:7B:29:FB_-76,7C:66:9D:7B:29:FB_-76,,,,,,,,,,,,,,
3904,BC:6A:29:BE:2F:23_-80,6C:EC:EB:1F:F4:46_-70,6C:EC:EB:1F:F6:65_-73,,,,,,,,,,,,,
3905,6C:EC:EB:1F:F6:65_-75,6C:EC:EB:1F:F6:65_-74,6C:EC:EB:1F:F6:76_-77,6C:EC:EB:1F:F4:74_-83,7C:66:9D:7B:29:FB_-82,6C:EC:EB:1F:F6:76_-78,,,,,,,,,,
3906,6C:EC:EB:1F:F6:2D_-77,7C:66:9D:7B:29:FB_-70,6C:EC:EB:1F:F6:15_-68,7C:66:9D:7B:29:FB_-66,6C:EC:EB:1F:F6:15_-69,6C:EC:EB:1F:F4:46_-96,6C:EC:EB:1F:F6:65_-90,7C:66:9D:7B:2B:90_-82,7C:66:9D:7B:29:FB_-70,,,,,,,
3907,6C:EC:EB:1F:F4:74_-92,6C:EC:EB:1F:F4:74_-90,,,,,,,,,,,,,,
3908,BC:6A:29:BE:2F:23_-66,,,,,,,,,,,,,,,
3909,6C:EC:EB:1F:F4:46_-78,,,,,,,,,,,,,,,
3910,6C:EC:EB:1F:FD:83_-93,7C:66:9D:7B:29:FB_-70,7C:66:9D:7B:29:FA_-77,,,,,,,,,,,,,
3911,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FA_-77,7C:66:9D:7B:29:FB_-67,,,,,,,,,,,,,
3912,7C:66:9D:7B:29:FB_-78,BC:6A:29:BE:31:57_-57,,,,,,,,,,,,,,
3913,6C:EC:EB:1F:F6:65_-86,BC:6A:29:BE:2F:23_-82,6C:EC:EB:1F:F4:46_-77,BC:6A:29:BE:2F:23_-83,6C:EC:EB:1F:F6:24_-80,,,,,,,,,,,
3914,,,,,,,,,,,,,,,,
3915,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:29:FA_-75,7C:66:9D:7B:29:FA_-76,7C:66:9D:7B:29:FB_-64,,,,,,,,,,,,
3916,6C:EC:EB:1F:F6:24_-77,7C:66:9D:7B:2B:90_-80,6C:EC:EB:1F:F6:24_-77,BC:6A:29:BE:2F:23_-65,,,,,,,,,,,,
